EGID;EDID;GDEKT;GDENR;GDENAME;STRNAME;DEINR;PLZ4;PLZZ;PLZNAME;GKODE;GKODN;STRSP
1739040;0;GR;3901;Chur;Hinterm Bach;22;7000;0;Chur;2759625.696;1190478.585;de
1739041;0;GR;3901;Chur;Hinterm Bach;24;7000;0;Chur;2759635.984;1190462.468;de
1739042;0;GR;3901;Chur;Hinterm Bach;26;7000;0;Chur;2759641.532;1190455.672;de
1739043;0;GR;3901;Chur;Hinterm Bach;28;7000;0;Chur;2759659.928;1190434.972;de
1739044;0;GR;3901;Chur;Hinterm Bach;30;7000;0;Chur;2759667.614;1190429.695;de
1739045;0;GR;3901;Chur;Lindenquai;6;7000;0;Chur;2759480.272;1190603.761;de
1739046;0;GR;3901;Chur;Lindenquai;12;7000;0;Chur;2759514.06;1190588.648;de
1739047;0;GR;3901;Chur;Lindenquai;14;7000;0;Chur;2759527.103;1190577.215;de
1739048;0;GR;3901;Chur;Lindenquai;18;7000;0;Chur;2759571.839;1190573.951;de
1739049;0;GR;3901;Chur;Bodmerstrasse;2;7000;0;Chur;2759644.633;1190572.641;de
1739050;0;GR;3901;Chur;Bodmerstrasse;4;7000;0;Chur;2759659.701;1190565.492;de
1739051;0;GR;3901;Chur;Bodmerstrasse;8;7000;0;Chur;2759702.068;1190554.716;de
1739055;0;GR;3901;Chur;Bodmerstrasse;28;7000;0;Chur;2759779.127;1190496.395;de
1739056;0;GR;3901;Chur;Bodmerstrasse;36;7000;0;Chur;2759893.756;1190418.866;de
1739058;0;GR;3901;Chur;Hinterm Bach;34;7000;0;Chur;2759724.695;1190386.936;de
1739059;0;GR;3901;Chur;Hirschbühlweg;1;7000;0;Chur;2759414.482;1190405.384;de
1739060;0;GR;3901;Chur;Hirschbühlweg;3;7000;0;Chur;2759415.5;1190444.464;de
1739061;0;GR;3901;Chur;Hirschbühlweg;5;7000;0;Chur;2759433.278;1190434.04;de
1739062;0;GR;3901;Chur;Hirschbühlweg;6;7000;0;Chur;2759462.678;1190411.891;de
1739063;0;GR;3901;Chur;Hirschbühlweg;9;7000;0;Chur;2759454.949;1190425.667;de
1739064;0;GR;3901;Chur;Hirschbühlweg;11;7000;0;Chur;2759465.624;1190448.903;de
1739065;0;GR;3901;Chur;Hirschbühlweg;15;7000;0;Chur;2759487.422;1190464.976;de
1739066;0;GR;3901;Chur;Hirschbühlweg;17;7000;0;Chur;2759517.918;1190458.644;de
1739067;0;GR;3901;Chur;Hirschbühlweg;18;7000;0;Chur;2759552.475;1190438.812;de
1739068;0;GR;3901;Chur;Hirschbühlweg;19;7000;0;Chur;2759541.969;1190469.911;de
1739069;0;GR;3901;Chur;Hirschbühlweg;20;7000;0;Chur;2759577.3;1190427.247;de
1739070;0;GR;3901;Chur;Hohenbühlweg;1;7000;0;Chur;2759457.154;1190590.837;de
1739071;0;GR;3901;Chur;Hohenbühlweg;2;7000;0;Chur;2759465.231;1190584.257;de
1739072;0;GR;3901;Chur;Hohenbühlweg;5;7000;0;Chur;2759496.965;1190566.687;de
1739073;0;GR;3901;Chur;Hohenbühlweg;9;7000;0;Chur;2759503.028;1190570.806;de
1739074;0;GR;3901;Chur;Hohenbühlweg;14;7000;0;Chur;2759544.214;1190516.004;de
1739075;0;GR;3901;Chur;Hohenbühlweg;15;7000;0;Chur;2759575.737;1190503.822;de
1739076;0;GR;3901;Chur;Hohenbühlweg;20;7000;0;Chur;2759581.501;1190482.134;de
1739077;0;GR;3901;Chur;Hohenbühlweg;28;7000;0;Chur;2759616.182;1190436.526;de
1739078;0;GR;3901;Chur;Hohenbühlweg;30;7000;0;Chur;2759630.618;1190410.075;de
1739079;0;GR;3901;Chur;Hohenbühlweg;33;7000;0;Chur;2759660.312;1190387.387;de
1739080;0;GR;3901;Chur;Hohenbühlweg;40;7000;0;Chur;2759674.645;1190357.904;de
1739081;0;GR;3901;Chur;Hohenbühlweg;42;7000;0;Chur;2759679.929;1190347.242;de
1739082;0;GR;3901;Chur;Hohenbühlweg;44;7000;0;Chur;2759689.378;1190334.395;de
1739083;0;GR;3901;Chur;Malixerstrasse;81;7000;0;Chur;2759799.695;1190230.439;de
1739084;0;GR;3901;Chur;Susenbühlstrasse;6;7000;0;Chur;2759617.864;1190284.314;de
1739085;0;GR;3901;Chur;Susenbühlstrasse;8;7000;0;Chur;2759622.333;1190270.834;de
1739086;0;GR;3901;Chur;Susenbühlstrasse;10;7000;0;Chur;2759625.634;1190257.533;de
1739087;0;GR;3901;Chur;Susenbühlstrasse;12;7000;0;Chur;2759629.726;1190244.244;de
1739088;0;GR;3901;Chur;Susenbühlstrasse;14;7000;0;Chur;2759654.059;1190256.049;de
1739089;0;GR;3901;Chur;Susenbühlstrasse;15;7000;0;Chur;2759650.023;1190301.436;de
1739090;0;GR;3901;Chur;Susenbühlstrasse;16;7000;0;Chur;2759655.803;1190233.647;de
1739091;0;GR;3901;Chur;Susenbühlstrasse;17;7000;0;Chur;2759640.768;1190320.522;de
1739092;0;GR;3901;Chur;Susenbühlstrasse;18;7000;0;Chur;2759677.288;1190260.314;de
1739093;0;GR;3901;Chur;Susenbühlstrasse;19;7000;0;Chur;2759643.222;1190363.803;de
1739094;0;GR;3901;Chur;Susenbühlstrasse;23;7000;0;Chur;2759704.236;1190297.688;de
1739095;0;GR;3901;Chur;Susenbühlstrasse;25;7000;0;Chur;2759695.227;1190307.628;de
1739096;0;GR;3901;Chur;Malixerstrasse;1;7000;0;Chur;2759442.756;1190617.067;de
1739097;0;GR;3901;Chur;Malixerstrasse;9;7000;0;Chur;2759453.517;1190561.288;de
1739098;0;GR;3901;Chur;Malixerstrasse;32;7000;0;Chur;2759232.889;1190393.473;de
1739099;0;GR;3901;Chur;Malixerstrasse;42;7000;0;Chur;2759442.72;1190369.269;de
1739100;0;GR;3901;Chur;Malixerstrasse;44;7000;0;Chur;2759488.391;1190370.137;de
1739101;0;GR;3901;Chur;Malixerstrasse;46;7000;0;Chur;2759537.183;1190388.382;de
1739102;0;GR;3901;Chur;Malixerstrasse;48;7000;0;Chur;2759519.101;1190383.346;de
1739103;0;GR;3901;Chur;Malixerstrasse;50;7000;0;Chur;2759521.908;1190366.322;de
1739104;0;GR;3901;Chur;Malixerstrasse;51;7000;0;Chur;2759493.552;1190409.916;de
1739105;0;GR;3901;Chur;Malixerstrasse;52;7000;0;Chur;2759536.637;1190344.368;de
1739106;0;GR;3901;Chur;Malixerstrasse;54;7000;0;Chur;2759519.988;1190345.686;de
1739107;0;GR;3901;Chur;Malixerstrasse;56;7000;0;Chur;2759588.601;1190348.514;de
1739108;0;GR;3901;Chur;Malixerstrasse;58;7000;0;Chur;2759571.883;1190343.806;de
1739109;0;GR;3901;Chur;Malixerstrasse;60;7000;0;Chur;2759555.945;1190343.737;de
1739110;0;GR;3901;Chur;Malixerstrasse;62;7000;0;Chur;2759576.051;1190360.336;de
1739111;0;GR;3901;Chur;Malixerstrasse;63;7000;0;Chur;2759590.371;1190319.948;de
1739112;0;GR;3901;Chur;Malixerstrasse;64;7000;0;Chur;2759560.202;1190358.761;de
1739113;0;GR;3901;Chur;Malixerstrasse;66;7000;0;Chur;2759555.403;1190379.254;de
1739114;0;GR;3901;Chur;Malixerstrasse;71;7000;0;Chur;2759589.566;1190293.241;de
1739115;0;GR;3901;Chur;Malixerstrasse;73;7000;0;Chur;2759603.028;1190294.347;de
1739116;0;GR;3901;Chur;Malixerstrasse;85;7000;0;Chur;2760084.686;1190169.973;de
1739117;0;GR;3901;Chur;Rosenhügelweg;6;7000;0;Chur;2759147.444;1190340.4;de
1739119;0;GR;3901;Chur;Bühlweg;78;7000;0;Chur;2760195.294;1189513.55;de
1739120;0;GR;3901;Chur;Malixerstrasse;124;7000;0;Chur;2760087.885;1189234.537;de
1739121;0;GR;3901;Chur;Malixerstrasse;140;7000;0;Chur;2760241.882;1188542.858;de
1739122;0;GR;3901;Chur;St. Antönienweg;7;7000;0;Chur;2759462.452;1190317.471;de
1739123;0;GR;3901;Chur;St. Antönienweg;8;7000;0;Chur;2759464.177;1190337.689;de
1739124;0;GR;3901;Chur;St. Antönienweg;10;7000;0;Chur;2759439.891;1190327.703;de
1739125;0;GR;3901;Chur;St. Antönienweg;12;7000;0;Chur;2759419.541;1190322.109;de
1739126;0;GR;3901;Chur;St. Antönienweg;14;7000;0;Chur;2759418.268;1190285.12;de
1739127;0;GR;3901;Chur;St. Antönienweg;16;7000;0;Chur;2759432.364;1190284.041;de
1739128;0;GR;3901;Chur;St. Antönienweg;17;7000;0;Chur;2759506.505;1190300.068;de
1739129;0;GR;3901;Chur;St. Antönienweg;18;7000;0;Chur;2759459.444;1190288.364;de
1739130;0;GR;3901;Chur;St. Antönienweg;20;7000;0;Chur;2759473.753;1190286.972;de
1739131;0;GR;3901;Chur;St. Antönienweg;22;7000;0;Chur;2759503.907;1190280.802;de
1739132;0;GR;3901;Chur;St. Antönienweg;24;7000;0;Chur;2759515.754;1190274.713;de
1739133;0;GR;3901;Chur;St. Antönienweg;26;7000;0;Chur;2759539.089;1190259.367;de
1739134;0;GR;3901;Chur;St. Antönienweg;28;7000;0;Chur;2759545.756;1190251.48;de
1739135;0;GR;3901;Chur;Ahornweg;1;7000;0;Chur;2760415.459;1189532.149;de
1739136;0;GR;3901;Chur;Araschgerstrasse;6;7000;0;Chur;2760392.38;1189524.543;de
1739137;0;GR;3901;Chur;Araschgerstrasse;10;7000;0;Chur;2760387.196;1189462.145;de
1739138;0;GR;3901;Chur;Araschgerstrasse;11;7000;0;Chur;2760434.703;1189427.585;de
1739139;0;GR;3901;Chur;Araschgerstrasse;12;7000;0;Chur;2760405.968;1189443.957;de
1739140;0;GR;3901;Chur;Araschgerstrasse;14;7000;0;Chur;2760408.231;1189417.045;de
1739141;0;GR;3901;Chur;Araschgerstrasse;17;7000;0;Chur;2760493.501;1189397.574;de
1739142;0;GR;3901;Chur;Araschgerstrasse;19;7000;0;Chur;2760498.023;1189376.365;de
1739143;0;GR;3901;Chur;Araschgerstrasse;33;7000;0;Chur;2760429.572;1189391.1;de
1739144;0;GR;3901;Chur;Araschgerstrasse;34;7000;0;Chur;2760417.678;1189372.935;de
1739145;0;GR;3901;Chur;Araschgerstrasse;34a;7000;0;Chur;2760412.246;1189323.571;de
1739146;0;GR;3901;Chur;Araschgerstrasse;34b;7000;0;Chur;2760414.331;1189297.025;de
1739147;0;GR;3901;Chur;Araschgerstrasse;36;7000;0;Chur;2760435.175;1189328.842;de
1739148;0;GR;3901;Chur;Araschgerstrasse;37;7000;0;Chur;2760453.201;1189338.546;de
1739149;0;GR;3901;Chur;Araschgerstrasse;38;7000;0;Chur;2760435.881;1189301.892;de
1739150;0;GR;3901;Chur;Araschgerstrasse;40;7000;0;Chur;2760407.048;1189205.954;de
1739151;0;GR;3901;Chur;Araschgerstrasse;41;7000;0;Chur;2760440.628;1189214.133;de
1739152;0;GR;3901;Chur;Araschgerstrasse;42;7000;0;Chur;2760430.538;1189202.185;de
1739153;0;GR;3901;Chur;Araschgerstrasse;43;7000;0;Chur;2760474.358;1189237.362;de
1739154;0;GR;3901;Chur;Araschgerstrasse;44;7000;0;Chur;2760445.475;1189180.976;de
1739155;0;GR;3901;Chur;Araschgerstrasse;45;7000;0;Chur;2760468.581;1189216.896;de
1739156;0;GR;3901;Chur;Araschgerstrasse;46;7000;0;Chur;2760408.233;1189168.479;de
1739157;0;GR;3901;Chur;Araschgerstrasse;48;7000;0;Chur;2760428.848;1189146.808;de
1739158;0;GR;3901;Chur;Araschgerstrasse;51;7000;0;Chur;2760448.39;1189121.613;de
1739159;0;GR;3901;Chur;Araschgerstrasse;53;7000;0;Chur;2760451.599;1189103.137;de
1739160;0;GR;3901;Chur;Araschgerstrasse;57;7000;0;Chur;2760446.196;1189074.16;de
1739161;0;GR;3901;Chur;Araschgerstrasse;74;7000;0;Chur;2760590.592;1188848.616;de
1739163;0;GR;3901;Chur;Araschgerstrasse;94;7000;0;Chur;2760735.018;1188628.639;de
1739164;0;GR;3901;Chur;Araschgerstrasse;102;7000;0;Chur;2760768.172;1188595.323;de
1739165;0;GR;3901;Chur;Bühlweg;10;7000;0;Chur;2760301.647;1189548.914;de
1739166;0;GR;3901;Chur;Bühlweg;19;7000;0;Chur;2760355.221;1189521.308;de
1739167;0;GR;3901;Chur;Bühlweg;21;7000;0;Chur;2760352.936;1189491.037;de
1739168;0;GR;3901;Chur;Bühlweg;31;7000;0;Chur;2760322.526;1189458.119;de
1739169;0;GR;3901;Chur;Bühlweg;33;7000;0;Chur;2760310.041;1189481.911;de
1739170;0;GR;3901;Chur;Bühlweg;35;7000;0;Chur;2760316.055;1189505.464;de
1739171;0;GR;3901;Chur;Bühlweg;36;7000;0;Chur;2760298.526;1189525.471;de
1739172;0;GR;3901;Chur;Bühlweg;38;7000;0;Chur;2760291.659;1189506.883;de
1739173;0;GR;3901;Chur;Bühlweg;40;7000;0;Chur;2760289.994;1189487.809;de
1739174;0;GR;3901;Chur;Kronenhofweg;2;7000;0;Chur;2760617.214;1188831.323;de
1739175;0;GR;3901;Chur;Kronenhofweg;4;7000;0;Chur;2760612.22;1188802.767;de
1739177;0;GR;3901;Chur;Kronenhofweg;14;7000;0;Chur;2760598.782;1188730.765;de
1739178;0;GR;3901;Chur;Kronenhofweg;16;7000;0;Chur;2760622.067;1188721.503;de
1739179;0;GR;3901;Chur;Kronenhofweg;19;7000;0;Chur;2760681.724;1188661.596;de
1739181;0;GR;3901;Chur;Araschgerstrasse;31;7000;0;Chur;2760482.651;1189356.265;de
1739182;0;GR;3901;Chur;Araschgerstrasse;52;7000;0;Chur;2760407.082;1189144.893;de
1739183;0;GR;3901;Chur;Susenbühlstrasse;29;7000;0;Chur;2759741.433;1190327.848;de
1739184;0;GR;3901;Chur;Susenbühlstrasse;33;7000;0;Chur;2759734.351;1190317.26;de
1739185;0;GR;3901;Chur;Susenbühlstrasse;37;7000;0;Chur;2759744.133;1190293.225;de
1739186;0;GR;3901;Chur;Susenbühlstrasse;38;7000;0;Chur;2759765.289;1190275.386;de
1739187;0;GR;3901;Chur;Susenbühlstrasse;40;7000;0;Chur;2759772.637;1190276.261;de
1739188;0;GR;3901;Chur;Susenbühlstrasse;41;7000;0;Chur;2759749.292;1190293.675;de
1739189;0;GR;3901;Chur;Susenbühlstrasse;42;7000;0;Chur;2759779.522;1190279.667;de
1739190;0;GR;3901;Chur;Susenbühlstrasse;44;7000;0;Chur;2759786.992;1190281.709;de
1739191;0;GR;3901;Chur;Susenbühlstrasse;45;7000;0;Chur;2759775.595;1190334.081;de
1739192;0;GR;3901;Chur;Susenbühlstrasse;47;7000;0;Chur;2759779.52;1190331.966;de
1739193;0;GR;3901;Chur;Susenbühlstrasse;48;7000;0;Chur;2759797.754;1190289.718;de
1739194;0;GR;3901;Chur;Susenbühlstrasse;49;7000;0;Chur;2759794.015;1190330.108;de
1739195;0;GR;3901;Chur;Susenbühlstrasse;50;7000;0;Chur;2759804.582;1190290.148;de
1739196;0;GR;3901;Chur;Susenbühlstrasse;51;7000;0;Chur;2759800.962;1190323.258;de
1739197;0;GR;3901;Chur;Susenbühlstrasse;54;7000;0;Chur;2759817.562;1190287.132;de
1739198;0;GR;3901;Chur;Susenbühlstrasse;55;7000;0;Chur;2759826.291;1190307.639;de
1739199;0;GR;3901;Chur;Susenbühlstrasse;56;7000;0;Chur;2759825.456;1190285.634;de
1739200;0;GR;3901;Chur;Susenbühlstrasse;57;7000;0;Chur;2759829.191;1190304.522;de
1739201;0;GR;3901;Chur;Susenbühlstrasse;106;7000;0;Chur;2759816.335;1190343.643;de
1739202;0;GR;3901;Chur;St. Margrethen;1;7000;0;Chur;2759429.717;1190577.978;de
1739204;0;GR;3901;Chur;St. Margrethen;3;7000;0;Chur;2759412.474;1190566.722;de
1739205;0;GR;3901;Chur;St. Margrethenstrasse;9;7000;0;Chur;2759382.809;1190595.933;de
1739206;0;GR;3901;Chur;St. Margrethenstrasse;10;7000;0;Chur;2759374.372;1190605.598;de
1739207;0;GR;3901;Chur;St. Margrethenstrasse;12;7000;0;Chur;2759360.696;1190606.8;de
1739208;0;GR;3901;Chur;St. Margrethenstrasse;15;7000;0;Chur;2759346.163;1190558.518;de
1739209;0;GR;3901;Chur;St. Margrethenstrasse;23;7000;0;Chur;2759287.479;1190597.199;de
1739210;0;GR;3901;Chur;Wagnergasse;4;7000;0;Chur;2759364.664;1190662.351;de
1739211;0;GR;3901;Chur;Welschdörfli;1;7000;0;Chur;2759417.916;1190620.544;de
1739212;0;GR;3901;Chur;Welschdörfli;2;7000;0;Chur;2759424.69;1190632.114;de
1739213;0;GR;3901;Chur;Welschdörfli;5;7000;0;Chur;2759402.169;1190622.702;de
1739214;0;GR;3901;Chur;Welschdörfli;7;7000;0;Chur;2759386.372;1190623.832;de
1739215;0;GR;3901;Chur;Welschdörfli;9;7000;0;Chur;2759374.452;1190624.176;de
1739216;0;GR;3901;Chur;Welschdörfli;11;7000;0;Chur;2759353.799;1190624.888;de
1739217;0;GR;3901;Chur;Welschdörfli;12;7000;0;Chur;2759354.904;1190642.055;de
1739218;0;GR;3901;Chur;Wagnergasse;3;7000;0;Chur;2759356.501;1190657.465;de
1739219;0;GR;3901;Chur;Wagnergasse;5;7000;0;Chur;2759358.004;1190671.929;de
1739220;0;GR;3901;Chur;Wagnergasse;7;7000;0;Chur;2759359.042;1190681.677;de
1739221;0;GR;3901;Chur;Welschdörfli;14;7000;0;Chur;2759331.205;1190649.052;de
1739222;0;GR;3901;Chur;St. Margrethenstrasse;14;7000;0;Chur;2759338.41;1190609.082;de
1739223;0;GR;3901;Chur;Welschdörfli;17;7000;0;Chur;2759326.769;1190624.422;de
1739224;0;GR;3901;Chur;Welschdörfli;18;7000;0;Chur;2759316.192;1190644.011;de
1739225;0;GR;3901;Chur;Welschdörfli;19;7000;0;Chur;2759313.204;1190624.079;de
1739226;0;GR;3901;Chur;Welschdörfli;20;7000;0;Chur;2759306.363;1190631.947;de
1739227;0;GR;3901;Chur;Welschdörfli;21;7000;0;Chur;2759298.806;1190621.16;de
1739228;0;GR;3901;Chur;Welschdörfli;23;7000;0;Chur;2759282.175;1190614.636;de
1739229;0;GR;3901;Chur;Seilerbahnweg;8;7000;0;Chur;2759252.07;1190549.287;de
1739230;0;GR;3901;Chur;Seilerbahnweg;9;7000;0;Chur;2759301.992;1190546.768;de
1739231;0;GR;3901;Chur;Seilerbahnweg;15;7000;0;Chur;2759273.317;1190457.009;de
1739232;0;GR;3901;Chur;Seilerbahnweg;17;7000;0;Chur;2759245.96;1190437.32;de
1739233;0;GR;3901;Chur;Seilerbahnweg;17a;7000;0;Chur;2759194.282;1190402.262;de
1739234;0;GR;3901;Chur;Seilerbahnweg;21;7000;0;Chur;2759214.127;1190523.559;de
1739235;0;GR;3901;Chur;Seilerbahnweg;23;7000;0;Chur;2759209.206;1190498.109;de
1739236;0;GR;3901;Chur;Seilerbahnweg;25;7000;0;Chur;2759221.678;1190485.695;de
1739237;0;GR;3901;Chur;Seilerbahnweg;31;7000;0;Chur;2759179.439;1190425.756;de
1739238;0;GR;3901;Chur;Bienenstrasse;2;7000;0;Chur;2759117.856;1190610.004;de
1739239;0;GR;3901;Chur;Bienenstrasse;4;7000;0;Chur;2759145.146;1190625.898;de
1739240;0;GR;3901;Chur;Bienenstrasse;5;7000;0;Chur;2759089.779;1190639.537;de
1739241;0;GR;3901;Chur;Kasernenstrasse;2;7000;0;Chur;2759265.544;1190624.352;de
1739242;0;GR;3901;Chur;Kasernenstrasse;6;7000;0;Chur;2759243.359;1190634.73;de
1739243;0;GR;3901;Chur;Kasernenstrasse;10;7000;0;Chur;2759220.105;1190621.019;de
1739244;0;GR;3901;Chur;Kasernenstrasse;10a;7000;0;Chur;2759202.861;1190635.423;de
1739245;0;GR;3901;Chur;Kasernenstrasse;11;7000;0;Chur;2759183.418;1190593.252;de
1739246;0;GR;3901;Chur;Kasernenstrasse;12;7000;0;Chur;2759189.973;1190622.032;de
1739247;0;GR;3901;Chur;Kasernenstrasse;30;7000;0;Chur;2759058.733;1190600.336;de
1739249;0;GR;3901;Chur;Kasernenstrasse;35;7000;0;Chur;2759019.908;1190559.613;de
1739250;0;GR;3901;Chur;Kasernenstrasse;37;7000;0;Chur;2758988.972;1190561.641;de
1739251;0;GR;3901;Chur;Kasernenstrasse;47;7000;0;Chur;2758973.962;1190533.36;de
1739252;0;GR;3901;Chur;Kasernenstrasse;49;7000;0;Chur;2758955.378;1190547.458;de
1739253;0;GR;3901;Chur;Weststrasse;2;7000;0;Chur;2759087.128;1190562.589;de
1739254;0;GR;3901;Chur;Weststrasse;4;7000;0;Chur;2759088.21;1190557.268;de
1739255;0;GR;3901;Chur;Weststrasse;6;7000;0;Chur;2759098.421;1190525.896;de
1739256;0;GR;3901;Chur;Winterbergweg;1;7000;0;Chur;2759107.22;1190434.681;de
1739257;0;GR;3901;Chur;Winterbergweg;3;7000;0;Chur;2759102.175;1190417.976;de
1739258;0;GR;3901;Chur;Winterbergweg;5;7000;0;Chur;2759054.902;1190393.308;de
1739259;0;GR;3901;Chur;Winterbergweg;7;7000;0;Chur;2759038.986;1190394.324;de
1739260;0;GR;3901;Chur;Weststrasse;7;7000;0;Chur;2759097.081;1190491.184;de
1739261;0;GR;3901;Chur;Weststrasse;9;7000;0;Chur;2759082.672;1190463.133;de
1739262;0;GR;3901;Chur;Weststrasse;14;7000;0;Chur;2759036.26;1190483.575;de
1739263;0;GR;3901;Chur;Weststrasse;15;7000;0;Chur;2759027.59;1190433.9;de
1739264;0;GR;3901;Chur;Weststrasse;17;7000;0;Chur;2759023.16;1190465.055;de
1739265;0;GR;3901;Chur;Weststrasse;18;7000;0;Chur;2759003.183;1190489.453;de
1739266;0;GR;3901;Chur;Weststrasse;19;7000;0;Chur;2758985.593;1190454.894;de
1739267;0;GR;3901;Chur;Weststrasse;21;7000;0;Chur;2759008.634;1190420.954;de
1739269;0;GR;3901;Chur;Grünbergstrasse;1;7000;0;Chur;2758933.086;1190542.854;de
1739270;0;GR;3901;Chur;Grünbergstrasse;2;7000;0;Chur;2758920.613;1190544.723;de
1739271;0;GR;3901;Chur;Grünbergstrasse;10;7000;0;Chur;2758935.36;1190475.613;de
1739275;0;GR;3901;Chur;Grünbergstrasse;21;7000;0;Chur;2758966.12;1190396.783;de
1739276;0;GR;3901;Chur;Grünbergstrasse;29;7000;0;Chur;2758907.083;1190370.682;de
1739277;0;GR;3901;Chur;Grünbergstrasse;31;7000;0;Chur;2758862.125;1190348.161;de
1739278;0;GR;3901;Chur;Kornquaderweg;17;7000;0;Chur;2758808.377;1190381.327;de
1739279;0;GR;3901;Chur;Kornquaderweg;19;7000;0;Chur;2758813.477;1190338.314;de
1739280;0;GR;3901;Chur;Kornquaderweg;23;7000;0;Chur;2758792.532;1190339.833;de
1739284;0;GR;3901;Chur;Kasernenstrasse;81;7000;0;Chur;2758793.972;1190500.677;de
1739285;0;GR;3901;Chur;Kasernenstrasse;83;7000;0;Chur;2758780.674;1190530.033;de
1739286;0;GR;3901;Chur;Kasernenstrasse;78;7000;0;Chur;2758734.498;1190596.918;de
1739287;0;GR;3901;Chur;Kasernenstrasse;80;7000;0;Chur;2758702.873;1190599.538;de
1739288;0;GR;3901;Chur;Kasernenstrasse;82;7000;0;Chur;2758736.07;1190617.969;de
1739294;0;GR;3901;Chur;Kasernenstrasse;104;7000;0;Chur;2758595.03;1190649.812;de
1739295;0;GR;3901;Chur;Kasernenstrasse;114;7000;0;Chur;2758511.359;1190526.497;de
1739296;0;GR;3901;Chur;Kasernenstrasse;116;7000;0;Chur;2758470.956;1190527.413;de
1739297;0;GR;3901;Chur;Foralweg;2;7000;0;Chur;2758514.795;1190478.56;de
1739298;0;GR;3901;Chur;Foralweg;4;7000;0;Chur;2758517.732;1190460.837;de
1739300;0;GR;3901;Chur;Freifeldstrasse;15;7000;0;Chur;2758404.357;1190416.062;de
1739301;0;GR;3901;Chur;Freifeldstrasse;21;7000;0;Chur;2758364.788;1190400.03;de
1739302;0;GR;3901;Chur;Kasernenstrasse;117;7000;0;Chur;2758481.856;1190477.118;de
1739303;0;GR;3901;Chur;Kasernenstrasse;119;7000;0;Chur;2758485.236;1190455.168;de
1739304;0;GR;3901;Chur;Kasernenstrasse;121;7000;0;Chur;2758449.512;1190471.596;de
1739305;0;GR;3901;Chur;Kasernenstrasse;123;7000;0;Chur;2758452.727;1190450.328;de
1739306;0;GR;3901;Chur;Kasernenstrasse;125;7000;0;Chur;2758417.303;1190463.111;de
1739307;0;GR;3901;Chur;Kasernenstrasse;127;7000;0;Chur;2758420.191;1190444.877;de
1739308;0;GR;3901;Chur;Kasernenstrasse;129;7000;0;Chur;2758387.329;1190455.947;de
1739309;0;GR;3901;Chur;Kasernenstrasse;131;7000;0;Chur;2758389.874;1190437.795;de
1739313;0;GR;3901;Chur;Kasernenstrasse;138;7000;0;Chur;2758308.806;1190496.364;de
1739315;0;GR;3901;Chur;Kasernenstrasse;140;7000;0;Chur;2758270.539;1190477.772;de
1739316;0;GR;3901;Chur;Kasernenstrasse;163;7000;0;Chur;2758081.313;1190409.377;de
1739317;0;GR;3901;Chur;Emserstrasse;2;7000;0;Chur;2757722.276;1190392.843;de
1739318;0;GR;3901;Chur;Emserstrasse;4;7000;0;Chur;2757695.183;1190385.136;de
1739319;0;GR;3901;Chur;Emserstrasse;17;7000;0;Chur;2757604.486;1190317.487;de
1739320;0;GR;3901;Chur;Emserstrasse;19;7000;0;Chur;2757621.115;1190303.068;de
1739321;0;GR;3901;Chur;Sägenstrasse;8;7000;0;Chur;2759327.836;1190698.602;de
1739322;0;GR;3901;Chur;Sägenstrasse;10;7000;0;Chur;2759313.029;1190688.973;de
1739323;0;GR;3901;Chur;Sägenstrasse;45;7000;0;Chur;2759218.255;1190653.234;de
1739324;0;GR;3901;Chur;Sägenstrasse;47;7000;0;Chur;2759197.372;1190655.388;de
1739325;0;GR;3901;Chur;Emmaweg;2;7000;0;Chur;2759203.732;1190686.132;de
1739326;0;GR;3901;Chur;Emmaweg;4;7000;0;Chur;2759213.782;1190702.565;de
1739327;0;GR;3901;Chur;Emmaweg;6;7000;0;Chur;2759223.456;1190735.217;de
1739328;0;GR;3901;Chur;Emmaweg;8;7000;0;Chur;2759237.214;1190768.162;de
1739329;0;GR;3901;Chur;Sägenstrasse;74;7000;0;Chur;2759115.45;1190755.525;de
1739330;0;GR;3901;Chur;Sägenstrasse;76;7000;0;Chur;2759145.043;1190793.958;de
1739331;0;GR;3901;Chur;Sägenstrasse;54;7000;0;Chur;2759180.699;1190679.565;de
1739332;0;GR;3901;Chur;Sägenstrasse;56;7000;0;Chur;2759185.567;1190701.783;de
1739336;0;GR;3901;Chur;Sägenstrasse;83;7000;0;Chur;2759038.863;1190739.782;de
1739338;0;GR;3901;Chur;Sägenstrasse;96;7000;0;Chur;2758968.446;1190789.119;de
1739339;0;GR;3901;Chur;Sägenstrasse;97;7000;0;Chur;2758952.532;1190768.259;de
1739342;0;GR;3901;Chur;Rätusstrasse;1;7000;0;Chur;2759077.656;1190877.019;de
1739343;0;GR;3901;Chur;Rätusstrasse;2;7000;0;Chur;2759028.27;1190871.173;de
1739344;0;GR;3901;Chur;Rätusstrasse;3;7000;0;Chur;2759096.811;1190854.966;de
1739345;0;GR;3901;Chur;Rätusstrasse;5;7000;0;Chur;2759123.697;1190852.586;de
1739346;0;GR;3901;Chur;Rätusstrasse;11;7000;0;Chur;2759053.694;1190828.157;de
1739347;0;GR;3901;Chur;Rätusstrasse;15;7000;0;Chur;2759041.472;1190803.657;de
1739348;0;GR;3901;Chur;Rätusstrasse;19;7000;0;Chur;2759027.567;1190782.916;de
