EGID;EDID;GDEKT;GDENR;GDENAME;STRNAME;DEINR;PLZ4;PLZZ;PLZNAME;GKODE;GKODN;STRSP
1210498;0;GR;3901;Chur;Selias;1;7026;0;Maladers;2761639;1189300;de
1210499;0;GR;3901;Chur;Selias;2;7026;0;Maladers;2761652;1189305;de
1210500;0;GR;3901;Chur;Selias;4;7026;0;Maladers;2761674;1189310;de
1210501;0;GR;3901;Chur;Selias;5;7026;0;Maladers;2761725.283;1189360.574;de
1210502;0;GR;3901;Chur;Selias;7;7026;0;Maladers;2761724.211;1189352.997;de
1210504;0;GR;3901;Chur;Selias;10;7026;0;Maladers;2761699;1189350;de
1210505;0;GR;3901;Chur;Selias;11;7026;0;Maladers;2761718.134;1189347.572;de
1210506;0;GR;3901;Chur;Selias;11a;7026;0;Maladers;2761681;1189360;de
1210507;0;GR;3901;Chur;Selias;12a;7026;0;Maladers;2761667;1189361;de
1210508;0;GR;3901;Chur;Selias;14;7026;0;Maladers;2761708.724;1189362.986;de
1210509;0;GR;3901;Chur;Selias;16;7026;0;Maladers;2761710;1189365;de
1210510;0;GR;3901;Chur;Selias;17;7026;0;Maladers;2761700.726;1189356.008;de
1210511;0;GR;3901;Chur;Selias;19;7026;0;Maladers;2761685.389;1189358.86;de
1210512;0;GR;3901;Chur;Selias;19e;7026;0;Maladers;2761705;1189392;de
1210513;0;GR;3901;Chur;Wingert;18a;7026;0;Maladers;2761755;1189346;de
1210514;0;GR;3901;Chur;Wingert;28a;7026;0;Maladers;2761818;1189385;de
1210515;0;GR;3901;Chur;Wingert;77b;7026;0;Maladers;2761847;1189376;de
1210516;0;GR;3901;Chur;Unterdorf;25;7026;0;Maladers;2761770;1189385;de
1210517;0;GR;3901;Chur;Unterdorf;22;7026;0;Maladers;2761752;1189391;de
1210518;0;GR;3901;Chur;Unterdorf;23;7026;0;Maladers;2761761;1189395;de
1210519;0;GR;3901;Chur;Unterdorf;24;7026;0;Maladers;2761770;1189404;de
1210520;0;GR;3901;Chur;Unterdorf;21;7026;0;Maladers;2761747;1189412;de
1210521;0;GR;3901;Chur;Unterdorf;20;7026;0;Maladers;2761733;1189402;de
1210522;0;GR;3901;Chur;Unterdorf;35;7026;0;Maladers;2761730;1189425;de
1210523;0;GR;3901;Chur;Unterdorf;35a;7026;0;Maladers;2761741;1189429;de
1210524;0;GR;3901;Chur;Churerweg;31;7026;0;Maladers;2761764;1189429;de
1210525;0;GR;3901;Chur;Churerweg;32;7026;0;Maladers;2761759;1189437;de
1210526;0;GR;3901;Chur;Churerweg;36;7026;0;Maladers;2761743;1189446;de
1210527;0;GR;3901;Chur;Churerweg;37;7026;0;Maladers;2761733;1189448;de
1210528;0;GR;3901;Chur;Churerweg;38;7026;0;Maladers;2761741;1189468;de
1210529;0;GR;3901;Chur;Under Quadera;37a;7026;0;Maladers;2761699;1189515;de
1210530;0;GR;3901;Chur;Under Quadera;15;7026;0;Maladers;2761655;1189484;de
1210531;0;GR;3901;Chur;Under Quadera;15a;7026;0;Maladers;2761618;1189477;de
1210532;0;GR;3901;Chur;Oberdorf;40;7026;0;Maladers;2761783;1189451;de
1210533;0;GR;3901;Chur;Oberdorf;41;7026;0;Maladers;2761796;1189434;de
1210534;0;GR;3901;Chur;Oberdorf;52;7026;0;Maladers;2761810;1189432;de
1210535;0;GR;3901;Chur;Oberdorfstrasse;54;7026;0;Maladers;2761827;1189446;de
1210536;0;GR;3901;Chur;Oberdorf;55;7026;0;Maladers;2761831;1189460;de
1210537;0;GR;3901;Chur;Oberdorf;57;7026;0;Maladers;2761819;1189473;de
1210538;0;GR;3901;Chur;Oberdorf;50;7026;0;Maladers;2761801;1189463;de
1210539;0;GR;3901;Chur;Schloss;43;7026;0;Maladers;2761765;1189468;de
1210540;0;GR;3901;Chur;Schloss;44;7026;0;Maladers;2761755;1189481;de
1210541;0;GR;3901;Chur;Schloss;46;7026;0;Maladers;2761774;1189488;de
1210542;0;GR;3901;Chur;Schloss;47;7026;0;Maladers;2761769;1189491;de
1210543;0;GR;3901;Chur;Schloss;48;7026;0;Maladers;2761786;1189498;de
1210544;0;GR;3901;Chur;Schloss;45;7026;0;Maladers;2761786;1189482;de
1210545;0;GR;3901;Chur;Schloss;59;7026;0;Maladers;2761796;1189498;de
1210546;0;GR;3901;Chur;Schloss;60;7026;0;Maladers;2761806;1189506;de
1210547;0;GR;3901;Chur;Oberdorf;58;7026;0;Maladers;2761815;1189485;de
1210548;0;GR;3901;Chur;Oberdorf;56;7026;0;Maladers;2761829;1189480;de
1210549;0;GR;3901;Chur;Oberdorf;61;7026;0;Maladers;2761841;1189487;de
1210550;0;GR;3901;Chur;Wingert;28b;7026;0;Maladers;2761808;1189376;de
1210551;0;GR;3901;Chur;Oberdorf;61a;7026;0;Maladers;2761852;1189498;de
1210552;0;GR;3901;Chur;Oberdorf;62;7026;0;Maladers;2761838;1189499;de
1210553;0;GR;3901;Chur;Oberdorf;63;7026;0;Maladers;2761821;1189508;de
1210554;0;GR;3901;Chur;Obere Quadera;64;7026;0;Maladers;2761843;1189514;de
1210555;0;GR;3901;Chur;Obere Quadera;67;7026;0;Maladers;2761862;1189524;de
1210556;0;GR;3901;Chur;Obere Quadera;67b;7026;0;Maladers;2761880;1189535;de
1210557;0;GR;3901;Chur;Hasenstutz;65;7026;0;Maladers;2761921;1189550;de
1210558;0;GR;3901;Chur;Hasenstutz;65a;7026;0;Maladers;2761913;1189546;de
1210560;0;GR;3901;Chur;Boda;104;7026;0;Maladers;2762057;1189592;de
1210561;0;GR;3901;Chur;Boda;104a;7026;0;Maladers;2762087;1189607;de
1210562;0;GR;3901;Chur;Zäris;160b;7026;0;Maladers;2762073;1189565;de
1210563;0;GR;3901;Chur;Zäris;160a;7026;0;Maladers;2762109;1189582;de
1210564;0;GR;3901;Chur;Zäris;74b;7026;0;Maladers;2762219;1189627;de
1210565;0;GR;3901;Chur;Hasenstutz;68;7026;0;Maladers;2761916;1189530;de
1210566;0;GR;3901;Chur;Hasenstutz;69;7026;0;Maladers;2761898;1189517;de
1210567;0;GR;3901;Chur;Hasenstutz;70;7026;0;Maladers;2761877;1189495;de
1210568;0;GR;3901;Chur;Oberdorf;72;7026;0;Maladers;2761849;1189449;de
1210569;0;GR;3901;Chur;Hinder der Chilcha;73;7026;0;Maladers;2761865;1189464;de
1210570;0;GR;3901;Chur;Winkel;75;7026;0;Maladers;2761860;1189440;de
1210571;0;GR;3901;Chur;Hinder der Chilcha;74;7026;0;Maladers;2761901;1189463;de
1210572;0;GR;3901;Chur;Hinder der Chilcha;74a;7026;0;Maladers;2761925;1189471;de
1210573;0;GR;3901;Chur;Prawis;160d;7026;0;Maladers;2762078;1189501;de
1210574;0;GR;3901;Chur;Prawis;160c;7026;0;Maladers;2762075;1189522;de
1210575;0;GR;3901;Chur;Im Boden;85a;7026;0;Maladers;2762013;1189448;de
1210576;0;GR;3901;Chur;Hinder der Chilcha;76a;7026;0;Maladers;2761893;1189424;de
1210577;0;GR;3901;Chur;Winkel;77a;7026;0;Maladers;2761840;1189408;de
1210578;0;GR;3901;Chur;Winkel;77;7026;0;Maladers;2761858;1189414;de
1210579;0;GR;3901;Chur;Winkel;76;7026;0;Maladers;2761866;1189419;de
1210581;0;GR;3901;Chur;Winkel;79;7026;0;Maladers;2761827;1189426;de
1210582;0;GR;3901;Chur;Unterdorf;28;7026;0;Maladers;2761810;1189400;de
1210583;0;GR;3901;Chur;Unterdorf;27;7026;0;Maladers;2761787;1189405;de
1210584;0;GR;3901;Chur;Matätsch;113g;7026;0;Maladers;2761846;1189330;de
1210585;0;GR;3901;Chur;Matätsch;115k;7026;0;Maladers;2761786;1189316;de
1210586;0;GR;3901;Chur;Matätsch;115j;7026;0;Maladers;2761793;1189299;de
1210587;0;GR;3901;Chur;Matätsch;115e;7026;0;Maladers;2761770;1189304;de
1210588;0;GR;3901;Chur;Matätsch;115d;7026;0;Maladers;2761749;1189292;de
1210589;0;GR;3901;Chur;Matätsch;115c;7026;0;Maladers;2761737;1189278;de
1210590;0;GR;3901;Chur;Matätsch;115a;7026;0;Maladers;2761717;1189261;de
1210591;0;GR;3901;Chur;Matätsch;115b;7026;0;Maladers;2761715;1189245;de
1210592;0;GR;3901;Chur;Matätsch;114a;7026;0;Maladers;2761722;1189218;de
1210593;0;GR;3901;Chur;Matätsch;114e;7026;0;Maladers;2761702;1189215;de
1210594;0;GR;3901;Chur;Strela;116;7026;0;Maladers;2761715;1189134;de
1210595;0;GR;3901;Chur;Strela;114;7026;0;Maladers;2761703;1189154;de
1210596;0;GR;3901;Chur;Strela;115;7026;0;Maladers;2761666;1189188;de
1210597;0;GR;3901;Chur;Hinder Selias;114c;7026;0;Maladers;2761639;1189244;de
1210598;0;GR;3901;Chur;Hinder Selias;114b;7026;0;Maladers;2761663;1189239;de
1210599;0;GR;3901;Chur;Hinder Selias;114d;7026;0;Maladers;2761612;1189248;de
1210600;0;GR;3901;Chur;Panadelias;117;7026;0;Maladers;2761477;1189289;de
1210601;0;GR;3901;Chur;Obere Quadera;67a;7026;0;Maladers;2761850;1189529;de
1210602;0;GR;3901;Chur;Sax;87;7026;0;Maladers;2762859;1189737;de
1210603;0;GR;3901;Chur;Sax;92;7026;0;Maladers;2762898;1189736;de
1210604;0;GR;3901;Chur;Sax;89;7026;0;Maladers;2762927;1189738;de
1210605;0;GR;3901;Chur;Sax;90;7026;0;Maladers;2763002;1189758;de
1210606;0;GR;3901;Chur;Sax;95;7026;0;Maladers;2762928;1189712;de
1210607;0;GR;3901;Chur;Sax;96;7026;0;Maladers;2762903;1189715;de
1210608;0;GR;3901;Chur;Sax;97;7026;0;Maladers;2762874;1189712;de
1210609;0;GR;3901;Chur;Sax;98;7026;0;Maladers;2762858;1189711;de
1210610;0;GR;3901;Chur;Sax;99;7026;0;Maladers;2762846;1189714;de
1210611;0;GR;3901;Chur;Gamboms;101;7026;0;Maladers;2762696;1189754;de
1210612;0;GR;3901;Chur;Gamboms;106d;7026;0;Maladers;2762693;1189736;de
1210613;0;GR;3901;Chur;Platz;102;7026;0;Maladers;2762596;1189671;de
1210614;0;GR;3901;Chur;Platz;103;7026;0;Maladers;2762572;1189658;de
1210615;0;GR;3901;Chur;Platz;106a;7026;0;Maladers;2762502;1189631;de
1210616;0;GR;3901;Chur;Platz;106b;7026;0;Maladers;2762483;1189625;de
1210617;0;GR;3901;Chur;Prawis;106c;7026;0;Maladers;2762381;1189611;de
1210618;0;GR;3901;Chur;Prawis;106e;7026;0;Maladers;2762310;1189483;de
1210619;0;GR;3901;Chur;Prawis;109c;7026;0;Maladers;2762250;1189505;de
1210620;0;GR;3901;Chur;Prawis;109b;7026;0;Maladers;2762121;1189469;de
1210621;0;GR;3901;Chur;Prawis;192a;7026;0;Maladers;2762310;1189395;de
1210622;0;GR;3901;Chur;Birkwald;149;7026;0;Maladers;2762654;1189450;de
1210623;0;GR;3901;Chur;Egga;86;7026;0;Maladers;2762019;1189395;de
1210624;0;GR;3901;Chur;Egga;85;7026;0;Maladers;2762014;1189391;de
1210625;0;GR;3901;Chur;Im Feld;110;7026;0;Maladers;2762063;1189379;de
1210627;0;GR;3901;Chur;Parmäris;141;7026;0;Maladers;2761988;1189321;de
1210628;0;GR;3901;Chur;Parmäris;112;7026;0;Maladers;2761963;1189301;de
1210629;0;GR;3901;Chur;Egga;111;7026;0;Maladers;2761980;1189346;de
1210630;0;GR;3901;Chur;Egga;111a;7026;0;Maladers;2761986;1189347;de
1210631;0;GR;3901;Chur;Egga;84a;7026;0;Maladers;2761947;1189329;de
1210632;0;GR;3901;Chur;Molla;83a;7026;0;Maladers;2761971;1189363;de
1210633;0;GR;3901;Chur;Molla;83b;7026;0;Maladers;2761953;1189383;de
1210634;0;GR;3901;Chur;Molla;83c;7026;0;Maladers;2761930;1189388;de
1210635;0;GR;3901;Chur;Egga;84;7026;0;Maladers;2761948;1189350;de
1210637;0;GR;3901;Chur;Egga;83;7026;0;Maladers;2761941;1189361;de
1210638;0;GR;3901;Chur;Bongert;82a;7026;0;Maladers;2761916;1189364;de
1210639;0;GR;3901;Chur;Bongert;82;7026;0;Maladers;2761904;1189361;de
1210640;0;GR;3901;Chur;Bongert;83d;7026;0;Maladers;2761881;1189345;de
1210641;0;GR;3901;Chur;Bongert;113f;7026;0;Maladers;2761872;1189317;de
1210642;0;GR;3901;Chur;Bongert;113;7026;0;Maladers;2761923;1189312;de
1210643;0;GR;3901;Chur;Bongert;151;7026;0;Maladers;2761893;1189306;de
1210644;0;GR;3901;Chur;Matätsch;115f;7026;0;Maladers;2761856;1189304;de
1210645;0;GR;3901;Chur;Matätsch;113d;7026;0;Maladers;2761835;1189307;de
1210646;0;GR;3901;Chur;Matätsch;113b;7026;0;Maladers;2761842;1189284;de
1210647;0;GR;3901;Chur;Matätsch;113e;7026;0;Maladers;2761808;1189282;de
1210648;0;GR;3901;Chur;Calcäris;113c;7026;0;Maladers;2761805;1189230;de
1210649;0;GR;3901;Chur;Panadelias;118c;7026;0;Maladers;2761385;1189480;de
1210650;0;GR;3901;Chur;Tumma;125b;7026;0;Maladers;2761300;1189571;de
1210652;0;GR;3901;Chur;Chisgruob;118;7026;0;Maladers;2761326;1189459;de
1210653;0;GR;3901;Chur;Chisgruob;118e;7026;0;Maladers;2761310;1189464;de
1210654;0;GR;3901;Chur;Chisgruob;118d;7026;0;Maladers;2761301;1189453;de
1210655;0;GR;3901;Chur;Chisgruob;118a;7026;0;Maladers;2761287;1189448;de
1210656;0;GR;3901;Chur;Chisgruob;118b;7026;0;Maladers;2761259;1189425;de
1210657;0;GR;3901;Chur;Tumma;119b;7026;0;Maladers;2761036;1189618;de
1210658;0;GR;3901;Chur;Tumma;126a;7026;0;Maladers;2761039;1189638;de
1210659;0;GR;3901;Chur;Tumma;126;7026;0;Maladers;2761061;1189648;de
1210660;0;GR;3901;Chur;Tumma;142;7026;0;Maladers;2761088;1189616;de
1210661;0;GR;3901;Chur;Tumma;125;7026;0;Maladers;2761087;1189632;de
1210662;0;GR;3901;Chur;Brandacker;119;7026;0;Maladers;2760976;1189668;de
1210663;0;GR;3901;Chur;Brandacker;121;7026;0;Maladers;2760933;1189747;de
1210664;0;GR;3901;Chur;Brandacker;122a;7026;0;Maladers;2760858;1189804;de
1210665;0;GR;3901;Chur;Brandacker;122;7026;0;Maladers;2760830;1189796;de
1210666;0;GR;3901;Chur;Brandacker;123;7026;0;Maladers;2760815;1189809;de
1210667;0;GR;3901;Chur;Brandacker;123a;7026;0;Maladers;2760802;1189844;de
1738409;0;GR;3901;Chur;Jochstrasse;1;7000;0;Chur;2759659.228;1190634.207;de
1738410;0;GR;3901;Chur;Jochstrasse;2;7000;0;Chur;2759669.372;1190624.846;de
1738411;0;GR;3901;Chur;Jochstrasse;5;7000;0;Chur;2759682.445;1190634.122;de
1738412;0;GR;3901;Chur;Jochstrasse;14;7000;0;Chur;2759714.156;1190622.11;de
1738413;0;GR;3901;Chur;Jochstrasse;15;7000;0;Chur;2759733.697;1190626.774;de
1738414;0;GR;3901;Chur;Jochstrasse;16;7000;0;Chur;2759740.791;1190607.647;de
1738415;0;GR;3901;Chur;Jochstrasse;20;7000;0;Chur;2759762.915;1190594.096;de
1738416;0;GR;3901;Chur;Jochstrasse;27;7000;0;Chur;2759803.234;1190604.254;de
1738417;0;GR;3901;Chur;Jochstrasse;29;7000;0;Chur;2759821.372;1190606.845;de
1738418;0;GR;3901;Chur;Jochstrasse;31;7000;0;Chur;2759837.464;1190609.027;de
1738419;0;GR;3901;Chur;Plessurquai;49;7000;0;Chur;2759793.262;1190568.954;de
1738422;0;GR;3901;Chur;Arcas;2;7000;0;Chur;2759644.856;1190670.415;de
1738423;0;GR;3901;Chur;Arcas;3;7000;0;Chur;2759637.839;1190647.936;de
1738424;0;GR;3901;Chur;Arcas;6;7000;0;Chur;2759628.273;1190673.262;de
1738425;0;GR;3901;Chur;Arcas;11;7000;0;Chur;2759612.977;1190645.489;de
1738426;0;GR;3901;Chur;Arcas;13;7000;0;Chur;2759597.217;1190645.955;de
1738427;0;GR;3901;Chur;Arcas;16;7000;0;Chur;2759595.808;1190663.452;de
1738428;0;GR;3901;Chur;Arcas;18;7000;0;Chur;2759592.166;1190661.827;de
1738429;0;GR;3901;Chur;Arcas;21;7000;0;Chur;2759572.064;1190646.814;de
1738430;0;GR;3901;Chur;Arcas;22;7000;0;Chur;2759580.959;1190656.448;de
1738431;0;GR;3901;Chur;Arcas;23;7000;0;Chur;2759568.736;1190646.62;de
1738432;0;GR;3901;Chur;Arcas;26;7000;0;Chur;2759559.171;1190652.272;de
1738434;0;GR;3901;Chur;Plessurquai;21;7000;0;Chur;2759535.962;1190643.361;de
1738435;0;GR;3901;Chur;Plessurquai;25;7000;0;Chur;2759558.379;1190636.943;de
1738436;0;GR;3901;Chur;Obere Gasse;3;7000;0;Chur;2759644.875;1190691.889;de
1738437;0;GR;3901;Chur;Obere Gasse;5;7000;0;Chur;2759636.073;1190692.666;de
1738438;0;GR;3901;Chur;Obere Gasse;17;7000;0;Chur;2759594.707;1190682.93;de
1738439;0;GR;3901;Chur;Obere Gasse;20;7000;0;Chur;2759582.13;1190685.656;de
1738440;0;GR;3901;Chur;Obere Gasse;22;7000;0;Chur;2759577.941;1190683.671;de
1738441;0;GR;3901;Chur;Obere Gasse;23;7000;0;Chur;2759578.161;1190674.619;de
1738442;0;GR;3901;Chur;Obere Gasse;24;7000;0;Chur;2759573.016;1190680.291;de
1738443;0;GR;3901;Chur;Obere Gasse;27;7000;0;Chur;2759562.341;1190666.352;de
1738444;0;GR;3901;Chur;Obere Gasse;28;7000;0;Chur;2759557.436;1190671.839;de
1738445;0;GR;3901;Chur;Obere Gasse;31;7000;0;Chur;2759543.063;1190657.905;de
1738446;0;GR;3901;Chur;Obere Gasse;35;7000;0;Chur;2759533.466;1190660.762;de
1738447;0;GR;3901;Chur;Obere Gasse;38;7000;0;Chur;2759523.67;1190670.313;de
1738448;0;GR;3901;Chur;Obere Gasse;39;7000;0;Chur;2759524.874;1190661.243;de
1738449;0;GR;3901;Chur;Obere Gasse;40;7000;0;Chur;2759517.498;1190671.125;de
1738450;0;GR;3901;Chur;Obere Gasse;42;7000;0;Chur;2759511;1190682;de
1738451;0;GR;3901;Chur;Obere Gasse;43;7000;0;Chur;2759510.925;1190665.64;de
1738452;0;GR;3901;Chur;Obere Gasse;45;7000;0;Chur;2759504.238;1190668.363;de
1738453;0;GR;3901;Chur;Obere Gasse;47;7000;0;Chur;2759497.591;1190669.11;de
1738454;0;GR;3901;Chur;Maltesergasse;2;7000;0;Chur;2759456.57;1190741.628;de
1738455;0;GR;3901;Chur;Maltesergasse;4;7000;0;Chur;2759463.01;1190731.497;de
1738456;0;GR;3901;Chur;Obere Gasse;49;7000;0;Chur;2759492.154;1190672.391;de
1738457;0;GR;3901;Chur;Obere Gasse;50;7000;0;Chur;2759485.214;1190683.879;de
1738458;0;GR;3901;Chur;Obere Gasse;51;7000;0;Chur;2759484.498;1190674.247;de
1738459;0;GR;3901;Chur;Obere Gasse;53;7000;0;Chur;2759474.653;1190676.241;de
1738460;0;GR;3901;Chur;Obere Gasse;54;7000;0;Chur;2759465.094;1190680.624;de
1738461;0;GR;3901;Chur;Untere Gasse;1;7000;0;Chur;2759562.74;1190768.611;de
1738463;0;GR;3901;Chur;Untere Gasse;5;7000;0;Chur;2759537.551;1190760.855;de
1738464;0;GR;3901;Chur;Untere Gasse;11;7000;0;Chur;2759524.873;1190754.864;de
1738465;0;GR;3901;Chur;Untere Gasse;16;7000;0;Chur;2759501.67;1190751.322;de
1738466;0;GR;3901;Chur;Untere Gasse;18;7000;0;Chur;2759496.355;1190748.521;de
1738467;0;GR;3901;Chur;Untere Gasse;20;7000;0;Chur;2759490.811;1190745.149;de
1738468;0;GR;3901;Chur;Untere Gasse;22;7000;0;Chur;2759481.358;1190740.651;de
1738469;0;GR;3901;Chur;Untere Gasse;25;7000;0;Chur;2759480.22;1190713.035;de
1738470;0;GR;3901;Chur;Untere Gasse;26;7000;0;Chur;2759471.774;1190715.627;de
1738471;0;GR;3901;Chur;Untere Gasse;27;7000;0;Chur;2759481.195;1190708.893;de
1738472;0;GR;3901;Chur;Untere Gasse;28;7000;0;Chur;2759469.919;1190704.771;de
1738473;0;GR;3901;Chur;Untere Gasse;30;7000;0;Chur;2759470.472;1190698.178;de
1738474;0;GR;3901;Chur;Untere Gasse;32;7000;0;Chur;2759469.418;1190689.238;de
1738475;0;GR;3901;Chur;Goldgasse;1;7000;0;Chur;2759503.801;1190784.529;de
1738476;0;GR;3901;Chur;Goldgasse;2;7000;0;Chur;2759499.939;1190779.122;de
1738477;0;GR;3901;Chur;Goldgasse;3;7000;0;Chur;2759513.959;1190771.863;de
1738478;0;GR;3901;Chur;Goldgasse;6;7000;0;Chur;2759517.411;1190747.007;de
1738479;0;GR;3901;Chur;Goldgasse;8;7000;0;Chur;2759519.868;1190737.634;de
1738480;0;GR;3901;Chur;Goldgasse;10;7000;0;Chur;2759521.559;1190731.342;de
1738481;0;GR;3901;Chur;Goldgasse;11;7000;0;Chur;2759533.941;1190715.323;de
1738482;0;GR;3901;Chur;Goldgasse;12;7000;0;Chur;2759523.645;1190724.001;de
1738483;0;GR;3901;Chur;Goldgasse;22;7000;0;Chur;2759534.694;1190684.887;de
1738484;0;GR;3901;Chur;Goldgasse;23;7000;0;Chur;2759547.415;1190669.597;de
1738485;0;GR;3901;Chur;Kupfergasse;1;7000;0;Chur;2759571.177;1190722.964;de
1738486;0;GR;3901;Chur;Kupfergasse;3;7000;0;Chur;2759558.935;1190719.098;de
1738487;0;GR;3901;Chur;Kupfergasse;4;7000;0;Chur;2759548.657;1190720.743;de
1738488;0;GR;3901;Chur;Kupfergasse;6;7000;0;Chur;2759546.433;1190719.841;de
1738489;0;GR;3901;Chur;Kupfergasse;10;7000;0;Chur;2759521.589;1190712.548;de
1738490;0;GR;3901;Chur;Kupfergasse;11;7000;0;Chur;2759520.109;1190705.466;de
1738491;0;GR;3901;Chur;Kupfergasse;12;7000;0;Chur;2759513.486;1190710.011;de
1738492;0;GR;3901;Chur;Kupfergasse;14;7000;0;Chur;2759507.498;1190708.109;de
1738493;0;GR;3901;Chur;Kupfergasse;15;7000;0;Chur;2759497.721;1190697.834;de
1738494;0;GR;3901;Chur;Kupfergasse;18;7000;0;Chur;2759493.116;1190702.07;de
1738495;0;GR;3901;Chur;Klostergasse;5;7000;0;Chur;2759630.322;1190842.055;de
1738496;0;GR;3901;Chur;Kornplatz;2;7000;0;Chur;2759620.143;1190783.31;de
1738497;0;GR;3901;Chur;Kornplatz;5;7000;0;Chur;2759595.869;1190769.117;de
1738498;0;GR;3901;Chur;Kornplatz;12;7000;0;Chur;2759559.43;1190792.829;de
1738499;0;GR;3901;Chur;Nikolaigasse;1;7000;0;Chur;2759557.377;1190831.579;de
1738500;0;GR;3901;Chur;Paradiesgasse;1;7000;0;Chur;2759581.564;1190755.531;de
1738501;0;GR;3901;Chur;Paradiesgasse;3;7000;0;Chur;2759591.665;1190755.048;de
1738502;0;GR;3901;Chur;Paradiesgasse;7;7000;0;Chur;2759602.522;1190752.045;de
1738503;0;GR;3901;Chur;Paradiesgasse;17;7000;0;Chur;2759616.898;1190725.158;de
1738504;0;GR;3901;Chur;Paradiesgasse;19;7000;0;Chur;2759612.687;1190717.661;de
1738505;0;GR;3901;Chur;Paradiesgasse;20;7000;0;Chur;2759608.25;1190714.402;de
1738506;0;GR;3901;Chur;Paradiesgasse;24;7000;0;Chur;2759616.849;1190682.943;de
1738507;0;GR;3901;Chur;Pfistergasse;2;7000;0;Chur;2759592.799;1190717.382;de
1738508;0;GR;3901;Chur;Herrengasse;4;7000;0;Chur;2759568.721;1190753.343;de
1738509;0;GR;3901;Chur;Herrengasse;6;7000;0;Chur;2759562.003;1190741.889;de
1738510;0;GR;3901;Chur;Herrengasse;7;7000;0;Chur;2759577;1190740;de
1738511;0;GR;3901;Chur;Herrengasse;12;7000;0;Chur;2759583.938;1190707.96;de
1738512;0;GR;3901;Chur;Herrengasse;15;7000;0;Chur;2759590.182;1190706.735;de
1738513;0;GR;3901;Chur;Herrengasse;16;7000;0;Chur;2759590.479;1190689.52;de
1738514;0;GR;3901;Chur;Rathausgasse;4;7000;0;Chur;2759666.191;1190770.029;de
1738515;0;GR;3901;Chur;Rathausgasse;6;7000;0;Chur;2759654.575;1190773.817;de
1738516;0;GR;3901;Chur;Rathausgasse;8;7000;0;Chur;2759643.107;1190774.202;de
1738517;0;GR;3901;Chur;Casinoplatz;1;7000;0;Chur;2759643.857;1190762.331;de
1738518;0;GR;3901;Chur;Casinoplatz;5;7000;0;Chur;2759633.878;1190754.224;de
1738519;0;GR;3901;Chur;Casinoplatz;7;7000;0;Chur;2759631.125;1190763.573;de
1738520;0;GR;3901;Chur;Majorangasse;6;7000;0;Chur;2759645.119;1190723.481;de
1738521;0;GR;3901;Chur;Comandergasse;3;7000;0;Chur;2759722.674;1190701.132;de
1738522;0;GR;3901;Chur;Rabengasse;2;7000;0;Chur;2759705.459;1190724.486;de
1738523;0;GR;3901;Chur;Rabengasse;4;7000;0;Chur;2759715.059;1190725.376;de
1738524;0;GR;3901;Chur;Rabengasse;6;7000;0;Chur;2759723.514;1190733.196;de
1738525;0;GR;3901;Chur;Rabengasse;10;7000;0;Chur;2759729.872;1190740.223;de
1738526;0;GR;3901;Chur;Rabengasse;11;7000;0;Chur;2759743.918;1190762.859;de
1738527;0;GR;3901;Chur;Rabengasse;12;7000;0;Chur;2759752.235;1190762.265;de
1738528;0;GR;3901;Chur;Rabengasse;15;7000;0;Chur;2759749.173;1190767.049;de
1738529;0;GR;3901;Chur;Rabengasse;17;7000;0;Chur;2759761.09;1190774.956;de
1738530;0;GR;3901;Chur;Bärenloch;1;7000;0;Chur;2759681.07;1190662.767;de
1738531;0;GR;3901;Chur;Bärenloch;4;7000;0;Chur;2759675.011;1190660.728;de
1738532;0;GR;3901;Chur;Bärenloch;8;7000;0;Chur;2759678.55;1190650.77;de
1738533;0;GR;3901;Chur;Bärenloch;10;7000;0;Chur;2759690.747;1190652.226;de
1738534;0;GR;3901;Chur;Bärenloch;11;7000;0;Chur;2759695.965;1190661.467;de
1738535;0;GR;3901;Chur;Bärenloch;12;7000;0;Chur;2759697.365;1190653.831;de
1738536;0;GR;3901;Chur;Bärenloch;14;7000;0;Chur;2759704.957;1190656.98;de
1738537;0;GR;3901;Chur;St. Martinsplatz;2;7000;0;Chur;2759663.207;1190718.889;de
1738538;0;GR;3901;Chur;St. Martinsplatz;4;7000;0;Chur;2759653.366;1190704.914;de
1738539;0;GR;3901;Chur;St. Martinsplatz;6;7000;0;Chur;2759659.335;1190691.677;de
1738540;0;GR;3901;Chur;St. Martinsplatz;8;7000;0;Chur;2759669.903;1190688.717;de
1738541;0;GR;3901;Chur;St. Martinsplatz;9;7000;0;Chur;2759704.364;1190710.808;de
1738542;0;GR;3901;Chur;Hofstrasse;11;7000;0;Chur;2759821.427;1190716.434;de
1738543;0;GR;3901;Chur;Hofstrasse;17;7000;0;Chur;2759884.108;1190754.718;de
1738544;0;GR;3901;Chur;Kirchgasse;4;7000;0;Chur;2759689.122;1190670.484;de
1738545;0;GR;3901;Chur;Kirchgasse;8;7000;0;Chur;2759707.107;1190668.566;de
1738546;0;GR;3901;Chur;Kirchgasse;12;7000;0;Chur;2759719.528;1190667.205;de
1738547;0;GR;3901;Chur;Kirchgasse;14;7000;0;Chur;2759731.174;1190666.922;de
1738548;0;GR;3901;Chur;Kirchgasse;16;7000;0;Chur;2759748.945;1190668.336;de
1738549;0;GR;3901;Chur;Langer Gang;9;7000;0;Chur;2759882.605;1190757.374;de
