Grundstueck-Nummer;EGID;Gebaeude-Koordinate X;Gebaeude-Koordinate Y;Gebaeude-Baujahr;Gebaeude-Kategorie;Gebaeude-Klasse-Nummer;Gebaeude-Klasse;Gebaeude-Flaeche;Gebaeude-Geschosse;Gebaeude-Strasse;Gebaeude-Hausnummer;Gebaeude-PLZ;Gebaeude-Ort
0;001 210 510;2761696;1189356; ;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;89;3;Selias;1210510;7026;Maladers
2957;001 738 719;2759731;1190999;1905;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;150;3;Scharfrichtergasse;11;7000;Chur
6501;001 739 407;2758675;1190877;1984;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;196;4;Bündtestrasse;8;7000;Chur
1812;001 739 361;2758713;1190697;1957;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;338;4;Bolettastrasse;21;7000;Chur
1265;009 021 625;2758141;1192219;1996;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;420;4;Rheinstrasse;189;7000;Chur
1795;009 021 631;2758390;1190981; ;66  ;Anz. separate Wohnräume;  ;66;3;Vogelsangweg;22;7000;Chur
4031;001 739 375;2758574;1190848;1964;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;182;5;Salvatorenstrasse;58;7000;Chur
20717;001 210 504;2761699;1189350; ;   ;Anz. separate Wohnräume;  ; ;3;Selias;15;7026;Maladers
4030;001 739 413;2758617;1190853;1961;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;461;4;Juchserweg;8;7000;Chur
5787;001 741 580;2758373;1192055;1975;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;340;15;Rheinstrasse;160;7000;Chur
3541;001 740 846;2759271;1191316;1930;Gebäude mit drei oder mehr  Wohnungen;1122;Wohnungen 176; ;4;Gürtelstrasse;31;7000;Chur
6155;009 021 619;2757943;1192041;1997;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;480;4;Austrasse;1b;7000;Chur
10461;190 019 500;2759797;1193347;2003;56  ;Anz. separate Wohnräume;  ;56;2;Kronenwingert;12;7000;Chur
1748;001 739 349;2759003;1190637;1900;251 1;Anz. separate Wohnräume;1 ;251;5;Rätusstrasse;40;7000;Chur
0;001 210 538;2761801;1189463; ;   ;Anz. separate Wohnräume;  ; ;2;Schlossweg;1;7026;Maladers
5488;001 741 594;2758360;1192193;1970;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;350;4;Sardonastrasse;9;7000;Chur
11791;001 740 852;2759412;1191408;2008;Schul- und Hochschulgebäude,  Forschungseinrichtungen;1263;Forschungseinrichtungen Anz. Geschosse;468; ;Gürtelstrasse;46;7000;Chur
9018;001 738 731;2759617;1191124;1971;326  ;Anz. separate Wohnräume;  ;326;6;Quaderstrasse;2;7000;Chur
5952;001 739 439;2758325;1191051;1988;80  ;Anz. separate Wohnräume;  ;80;2;Im Baumgarten;12;7000;Chur
3349;191 065 290;2758474;1191448;1935;108  ;Anz. separate Wohnräume;  ;108;3;Ringstrasse;44a;7000;Chur
3542;001 740 844;2759261;1191252;1899;285  ;Anz. separate Wohnräume;  ;285;6;Gürtelstrasse;24;7000;Chur
2898;001 738 727;2759847;1191067;1859;Sonstige Hochbauten, anderweitig  nicht genannt;1274;nicht genannt 112; ;2;Steinbruchstrasse;6;7000;Chur
1131;001 741 582;2758317;1192111;1973;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;866;6;Rheinstrasse;166;7000;Chur
5455;001 740 688;2760849;1191970;1625;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;79;4;Teuchelweg;37;7000;Chur
1531;001 738 733;2759731;1191145;1958;313  ;Anz. separate Wohnräume;  ;313;6;Quaderstrasse;18;7000;Chur
1064;001 740 850;2759371;1191411;1870;90 1;Anz. separate Wohnräume;1 ;90;3;Gürtelstrasse;43;7000;Chur
5789;001 741 596;2758383;1192266;1975;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;717;8;Sardonastrasse;15;7000;Chur
5025;400 017 568;2759834;1190439;1965;  1;Anz. separate Wohnräume;1  ; ;Druckdatum:;Bodmerstrasse;32;7000;Chur
2395;009 021 627;2758054;1190348;1996;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;356;5;Richtstrasse;10;7000;Chur
1812;001 739 363;2758753;1190698;1957;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;330;4;Bolettastrasse;25;7000;Chur
1781;001 739 405;2758710;1190879;1907;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;154;4;Bündtestrasse;5;7000;Chur
3665;001 740 878;2758966;1191291;1931;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;102;3;Nelkenweg;16;7000;Chur
20709;001 210 512;2761705;1189392; ;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;   ;Gebäude mit zwei Wohnungen;4;Dorfstrasse;35;7026;Maladers
5539;191 277 610;2760258;1191898;2018;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;132  ;Gebäude mit zwei Wohnungen;3;Bondastrasse;2;7000;Chur
20713;001 210 506;2761681;1189360; ;   ;Anz. separate Wohnräume;  ; ;2;Selias;19;7026;Maladers
4612;001 739 377;2758489;1190854;1986;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;574;6;Salvatorenstrasse;70;7000;Chur
2687;400 017 554;2759998;1190732;1972;Schul- und Hochschulgebäude,  Forschungseinrichtungen;1263;Forschungseinrichtungen Anz. Geschosse; ; ;Arosastrasse;2;7000;Chur
6168;009 021 633;2758382;1190972; ;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;87  ;Gebäude mit zwei Wohnungen;3;Vogelsangweg;24;7000;Chur
5103;001 740 139;2760268;1192724;1964;223  ;Anz. separate Wohnräume;  ;223;1;Prätschliweg;5;7000;Chur
3914;001 741 227;2758596;1191323;1942;84  ;Anz. separate Wohnräume;  ;84;2;Fliederweg;27;7000;Chur
2458;191 587 753;2759020;1190533;1986;126  ;Anz. separate Wohnräume;  ;126;1;Kasernenstrasse;33;7000;Chur
3558;001 740 887;2758915;1191351;1932;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;133  ;Gebäude mit zwei Wohnungen;3;Rheinstrasse;54;7000;Chur
6023;001 741 541;2758086;1192131;1968;Gebäude mit drei oder mehr  Wohnungen;1122;Wohnungen 307; ;3;Austrasse;15;7000;Chur
3265;001 738 928;2759832;1191156;2003;1934  ;Anz. separate Wohnräume;  ;1934;9;Masanserstrasse;14;7000;Chur
1773;001 739 388;2758899;1190859;1990;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;299;2;Dahliastrasse;6;7000;Chur
3479;191 415 231;2759939;1189587;1940;Sonstige Hochbauten, anderweitig  nicht genannt;1274;nicht genannt 158; ;1;Pizokel;432b;7000;Chur
6095;001 740 105;2760327;1192352;1971;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;140  ;Gebäude mit zwei Wohnungen;1;Arlibonstrasse;18;7000;Chur
8979;400 017 583;2757866;1190459;2012;Gebäude mit drei oder mehr  Wohnungen;1122;Wohnungen 324; ;24;Comercialstrasse;34;7000;Chur
6715;009 001 252;2759274;1191620;1993;484  ;Anz. separate Wohnräume;  ;484;6;Tittwiesenstrasse;25;7000;Chur
3524;001 738 900;2759186;1191040;1930;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;130;5;Gäuggelistrasse;44;7000;Chur
6616;001 740 663;2760450;1192632;1988;66 2;Anz. separate Wohnräume;2 ;66;3;Ruchenbergstrasse;57;7000;Chur
4247;001 741 569;2758460;1191828;1947;93  ;Anz. separate Wohnräume;  ;93;2;Mittelweg;5;7000;Chur
6404;001 740 677;2760761;1192089;1981;176  ;Anz. separate Wohnräume;  ;176;1;Teuchelweg;10;7000;Chur
1476;001 738 914;2759375;1190986;1825;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;178;3;Engadinstrasse;26;7000;Chur
6744;009 001 246;2759693;1193637;1994;53  ;Anz. separate Wohnräume;  ;53;3;Stelleweg;31b;7000;Chur
12039;400 017 597;2760519;1192349;2010;143  ;Anz. separate Wohnräume;  ;143;2;Fondeiweg;2;7000;Chur
9042;001 740 111;2760322;1192541;1972;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;168 1;Gebäude mit zwei Wohnungen;3;Tellostrasse;4a;7000;Chur
4414;001 741 780;2758871;1192132;1951;94  ;Anz. separate Wohnräume;  ;94;2;Arnikaweg;27;7000;Chur
3021;001 738 525;2759737;1190740;1600;Gebäude mit drei oder mehr  Wohnungen;1122;Wohnungen 215; ;6;Rabengasse;10;7000;Chur
1119;001 741 958;2758535;1191829;1983;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;436;6;Rheinstrasse;132;7000;Chur
11796;009 021 419;2757668;1190533;1968;285  ;Anz. separate Wohnräume;  ;285;2;Sommeraustrasse;29;7000;Chur
3551;191 427 730;2758913;1191136;2017;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;900;5;Lagerstrasse;11;7000;Chur
;191 742 662;2759960;1193186;2019;143  ;Anz. separate Wohnräume;  ;143;1;Kirchgasse Masans;67;7000;Chur
6071;001 739 149;2760432;1189302;1975;108  ;Anz. separate Wohnräume;  ;108;2;Araschgerstrasse;38;7000;Chur
5079;001 741 794;2759094;1192018;1963;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;276;4;Guschaweg;7;7000;Chur
2998;001 738 531;2759671;1190660;1990;75  ;Anz. separate Wohnräume;  ;75;4;Bärenloch;4;7000;Chur
12115;190 682 009;2760397;1191915;2012;90  ;Anz. separate Wohnräume;  ;90;2;Bühlerweg;11;7000;Chur
2925;009 021 343;2759657;1190955;1965;428  ;Anz. separate Wohnräume;  ;428;4;Poststrasse;1;7000;Chur
10109;009 001 093;2757860;1191471;2008;   ;Anz. separate Wohnräume;  ; ;1;Industriestrasse;5a;7000;Chur
5009;191 618 236;2759976;1192587;2017;82  ;Anz. separate Wohnräume;  ;82;2;Carmennaweg;15a;7000;Chur
3134;001 738 519;2759620;1190759;1675;Gebäude mit drei oder mehr  Wohnungen;1122;Wohnungen 343; ;5;Casinoplatz;7;7000;Chur
5777;001 739 607;2759625;1192793;1974;151  ;Anz. separate Wohnräume;  ;151;1;Schellenbergstrasse;43;7000;Chur
12277;001 739 161;2760586;1188842;1978;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen; ;2;Araschgerstrasse;74;7000;Chur
6766;400 017 742;2757630;1191275;1995;1575  ;Anz. separate Wohnräume;  ;1575;3;Pulvermühlestrasse;91;7000;Chur
1089;400 017 756;2758777;1191609;1976;Schul- und Hochschulgebäude,  Forschungseinrichtungen;1263;Forschungseinrichtungen Anz. Geschosse; ; ;Flüelaweg;9;7000;Chur
6348;001 739 175;2760609;1188802;1987;75  ;Anz. separate Wohnräume;  ;75;2;Kronenhofweg;4;7000;Chur
5774;001 739 613;2759620;1192746;1974;151  ;Anz. separate Wohnräume;  ;151;1;Schellenbergstrasse;49;7000;Chur
2830;009 001 087;2759879;1190710;1811;1640 3;Anz. separate Wohnräume;3  ;1640;Druckdatum:;Hof;15;7000;Chur
1535;001 739 820;2760125;1191477;1959;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;265;5;Loëstrasse;40;7000;Chur
4716;001 741 743;2758852;1192100;1961;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;97  ;Gebäude mit zwei Wohnungen;2;Krähenweg;15;7000;Chur
3774;001 741 025;2759080;1191575;1935;64  ;Anz. separate Wohnräume;  ;64;3;Scalettastrasse;38;7000;Chur
7340;160 011 329;2760453;1189494;2007;92  ;Anz. separate Wohnräume;  ;92;2;Ahornweg;10;7000;Chur
;160 006 655;2759761;1193679;2005;65  ;Anz. separate Wohnräume;  ;65;2;Stelleweg;34;7000;Chur
1738;190 153 812;2759194;1190731;2008;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;200;5;Scesaplanaweg;6;7000;Chur
6253;160 006 641;2759576;1190546;2005;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;124;4;Hinterm Bach;9;7000;Chur
3250;001 741 031;2758955;1191728;1921;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;55  ;Gebäude mit zwei Wohnungen;3;Scalettastrasse;60;7000;Chur
4228;001 740 449;2759869;1192349;1952;68 1;Anz. separate Wohnräume;1 ;68;2;Strelaweg;5;7000;Chur
4720;001 741 757;2758830;1192089;1957;118  ;Anz. separate Wohnräume;  ;118;2;Wachtelweg;12;7000;Chur
3395;001 739 834;2759949;1191455;1922;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;121;3;Neubruchstrasse;17;7000;Chur
7047;003 156 609;2758591;1192430;1997;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;493;6;Scalettastrasse;154;7000;Chur
1060;009 001 078;2759587;1191642;1893;713  ;Anz. separate Wohnräume;  ;713;5;Gürtelstrasse;89;7000;Chur
3725;001 740 461;2759844;1192333;1934;76  ;Anz. separate Wohnräume;  ;76;2;Weinbergstrasse;11;7000;Chur
1879;190 204 702;2757835;1191202;1900;104  ;Anz. separate Wohnräume;  ;104;1;Pulvermühlestrasse;75;7000;Chur
5829;009 001 050;2757343;1190306;1981;2195  ;Anz. separate Wohnräume;  ;2195;2;Emserstrasse;30;7000;Chur
7252;003 156 621;2758506;1190326;2000;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;455;7;Foralweg;24;7000;Chur
1701;160 011 315;2759238;1190679;2007;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;328;6;Sägenstrasse;32;7000;Chur
10599;400 017 781;2758513;1190908;2003;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;291;5;Salvatorenstrasse;60c;7000;Chur
3646;001 741 019;2759148;1191436;1974;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;200;3;Scalettastrasse;21;7000;Chur
3822;001 740 307;2759989;1192187;1942;112  ;Anz. separate Wohnräume;  ;112;2;Vilanstrasse;15;7000;Chur
4404;001 740 313;2760144;1192267;1962;155  ;Anz. separate Wohnräume;  ;155;2;Calunastrasse;12;7000;Chur
4340;160 011 301;2758562;1191089;2007;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;233;5;Güterstrasse;6;7000;Chur
8911;400 017 795;2759025;1191567;1951;Schul- und Hochschulgebäude,  Forschungseinrichtungen;1263;Forschungseinrichtungen Anz. Geschosse;150; ;Scalettastrasse;41;7000;Chur
3493;009 021 394;2758785;1190907; ;181  ;Anz. separate Wohnräume;  ;181;1;Sägenstrasse;124;7000;Chur
7637;003 156 635;2760019;1193546;1998;58  ;Anz. separate Wohnräume;  ;58;2;Cadonaustrasse;101;7000;Chur
5958;009 001 044;2757986;1190524;1991;2245  ;Anz. separate Wohnräume;  ;2245;3;Comercialstrasse;19;7000;Chur
20198;190 188 794;2761890;1189257;2008;313  ;Anz. separate Wohnräume;  ;313;2;Parmäris;6;7026;Maladers
4017;001 740 475;2759984;1192406;1943;138  ;Anz. separate Wohnräume;  ;138;2;Kreuzgasse;67;7000;Chur
6536;001 739 808;2759741;1192809;1987;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;467;5;Masanserstrasse;199;7000;Chur
3175;001 738 451;2759510;1190660;1860;105  ;Anz. separate Wohnräume;  ;105;5;Obere Gasse;43;7000;Chur
6753;190 022 184;2759668;1193600;2003;53  ;Anz. separate Wohnräume;  ;53;2;Stelleweg;29e;7000;Chur
0;001 210 658;2761039;1189638; ;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;   ;Gebäude mit zwei Wohnungen;3;Tumma;1210658;7026;Maladers
5363;001 739 997;2760685;1191800;1974;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;200  ;Gebäude mit zwei Wohnungen;2;Bondastrasse;72;7000;Chur
4710;001 741 192;2758718;1191339;1956;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;219;3;Oberalpstrasse;56;7000;Chur
2650;001 739 029;2760366;1190026;1870;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;261;3;Sandstrasse;55;7000;Chur
1344;001 741 186;2758816;1191389;1910;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;105;3;Oberalpstrasse;46;7000;Chur
;001 740 298;2760116;1192287;1955;84  ;Anz. separate Wohnräume;  ;84;2;Loëstrasse;140;7000;Chur
1864;009 021 579;2758370;1191058;1995;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;282;5;Vogelsangweg;12;7000;Chur
6061;001 741 838;2759403;1192046;1979;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;702;11;Aspermontstrasse;4;7000;Chur
3180;001 738 445;2759544;1190649; ;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;184;5;Obere Gasse;31;7000;Chur
4055;001 739 983;2760548;1191831;1945;108  ;Anz. separate Wohnräume;  ;108;2;Bondastrasse;57;7000;Chur
8073;003 156 796;2760619;1191700;1998;62  ;Anz. separate Wohnräume;  ;62;2;Bondastrasse;52c;7000;Chur
6139;001 739 773;2760121;1192878;1980;Krankenhäuser und  Facheinrichtungen des ;1264;Facheinrichtungen des  Gesundheitswesens;382;3;Cadonaustrasse;13;7000;Chur
5243;001 741 810;2759185;1191998;1971;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;378;20;Tittwiesenstrasse;70;7000;Chur
20010;001 210 664;2760858;1189804; ;   ;Anz. separate Wohnräume;  ; ;2;Arosastrasse;7;7026;Maladers
5040;001 739 015;2760347;1190232;1900;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;93  ;Gebäude mit zwei Wohnungen;3;Seidengut;10;7000;Chur
5173;009 021 551;2758754;1191665;1996;160  ;Anz. separate Wohnräume;  ;160;4;Ringstrasse;90;7000;Chur
11161;400 017 636;2758556;1191143;2008;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;622;5;Güterstrasse;12;7000;Chur
;009 021 545;2759968;1193157;1994;88  ;Anz. separate Wohnräume;  ;88;3;Kirchgasse Masans;78a;7000;Chur
9596;400 017 622;2759007;1190958;2003;Gebäude mit drei oder mehr  Wohnungen;1122;Wohnungen 1674;1;6;Gäuggelistrasse;60;7000;Chur
2659;001 739 001;2760293;1190195; ;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;76;4;Kupferschmiedeweg;5;7000;Chur
4422;001 741 804;2758950;1192115;1951;94  ;Anz. separate Wohnräume;  ;94;2;Dreibündenstrasse;31;7000;Chur
6275;001 739 767;2759851;1193899;1979;131  ;Anz. separate Wohnräume;  ;131;3;Stelleweg;72;7000;Chur
3413;001 738 479;2759516;1190737;1800;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;67;5;Goldgasse;8;7000;Chur
6762;009 021 223;2759671;1193668;1995;53  ;Anz. separate Wohnräume;  ;53;3;Stelleweg;33f;7000;Chur
3375;090 000 916;2759744;1190444;2001;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;843;4;Hinterm Bach;39;7000;Chur
7633;003 156 782;2760038;1193530;1998;58  ;Anz. separate Wohnräume;  ;58;3;Cadonaustrasse;109;7000;Chur
7630;003 156 769;2760040;1193559;1998;57  ;Anz. separate Wohnräume;  ;57;3;Cadonaustrasse;117;7000;Chur
3206;009 001 118;2759622;1190808; ;249  ;Anz. separate Wohnräume;  ;249;4;Klostergasse;11;7000;Chur
3077;001 738 492;2759507;1190711;1862;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;149;5;Kupfergasse;14;7000;Chur
9035;001 741 637;2758615;1192237;1969;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen; ;9;Scalettastrasse;121;7000;Chur
3386;001 739 954;2760467;1191720;1923;75  ;Anz. separate Wohnräume;  ;75;2;Berggasse;59;7000;Chur
6167;001 740 529;2759930;1192590;1973;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;655;4;Carmennaweg;21;7000;Chur
4054;001 741 151;2758771;1191166;1967;102  ;Anz. separate Wohnräume;  ;102;1;Segantinistrasse;22;7000;Chur
2805;400 017 811;2759975;1190497;1921;Gebäude für Kultur- und  Freizeitzwecke;1261;Freizeitzwecke 222; ;1;St. Luzistrasse;7;7000;Chur
2872;400 017 805;2759852;1190785;1934;Sonstige Hochbauten, anderweitig  nicht genannt;1274;nicht genannt  ; ;4;Sennhofstrasse;17;7000;Chur
20143;190 639 728;2761688;1189264;2011;80  ;Anz. separate Wohnräume;  ;80;2;Wingertweg;29;7026;Maladers
5111;001 741 145;2758859;1191242;1963;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;194;2;Segantinistrasse;10;7000;Chur
3114;001 738 486;2759560;1190713; ;67  ;Anz. separate Wohnräume;  ;67;1;Kupfergasse;3;7000;Chur
3384;001 739 940;2760396;1191690;1924;72 1;Anz. separate Wohnräume;1 ;72;3;Berggasse;35;7000;Chur
5808;001 741 623;2758624;1192081;1974;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;1011;6;Giacomettistrasse;52;7000;Chur
;001 739 798;2760124;1193100;1945;77  ;Anz. separate Wohnräume;  ;77;2;Cadonaustrasse;48;7000;Chur
1398;160 016 240;2759147;1191155;2010;Schul- und Hochschulgebäude,  Forschungseinrichtungen;1263;Forschungseinrichtungen Anz. Geschosse;768; ;Gartenstrasse;5;7000;Chur
9535;011 527 097;2759855;1193139;2001;107  ;Anz. separate Wohnräume;  ;107;2;Kirchgasse Masans;54i;7000;Chur
6097;001 739 968;2760402;1191844;1976;195  ;Anz. separate Wohnräume;  ;195;2;Bondastrasse;21;7000;Chur
6141;001 740 515;2760009;1192726;1975;211  ;Anz. separate Wohnräume;  ;211;2;Carmennaweg;83;7000;Chur
0;191 635 575;2758353;1190446;2019;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;209;5;Kasernenstrasse;133;7000;Chur
;009 001 124;2760076;1191340;1902;606  ;Anz. separate Wohnräume;  ;606;5;Loëstrasse;14;7000;Chur
1532;009 021 592;2760009;1191389;1996;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;495;3;Loëstrasse;11;7000;Chur
6246;001 740 273;2760189;1191991;1981;121  ;Anz. separate Wohnräume;  ;121;2;Traubenweg;6;7000;Chur
3839;001 740 267;2760002;1191977;1938;98  ;Anz. separate Wohnräume;  ;98;2;Loëstrasse;93;7000;Chur
7034;001 741 179;2758648;1191406;1942;50 1;Anz. separate Wohnräume;1 ;50;3;Heroldstrasse;27;7000;Chur
6963;009 021 586;2760152;1191884;1995;Nebennutzung Gebäude mit zwei Wohnungen;Anz. separate Wohnräume;111  ;Gebäude mit zwei Wohnungen;3;Meierweg;58;7000;Chur
;009 001 130;2760075;1192178;1961;Schul- und Hochschulgebäude,  Forschungseinrichtungen;1263;Forschungseinrichtungen Anz. Geschosse;262; ;Loëstrasse;124;7000;Chur
6141;001 740 501;2759988;1192671;1975;278  ;Anz. separate Wohnräume;  ;278;2;Carmennaweg;57;7000;Chur
4364;001 741 390;2758273;1191666;1950;196  ;Anz. separate Wohnräume;  ;196;2;Anemonenweg;2;7000;Chur
1604;191 612 451;2760185;1191833;2017;146  ;Anz. separate Wohnräume;  ;146;2;Rebhaldenweg;12;7000;Chur
3025;001 738 653;2759761;1190765; ;Gebäude mit drei oder mehr  Wohnungen;1122;Wohnungen 88; ;4;Süsswinkelgasse;16;7000;Chur
6153;001 740 930;2759225;1191429;1975;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;289;4;Nordstrasse;3;7000;Chur
11119;191 232 210;2760630;1192231;2016;196  ;Anz. separate Wohnräume;  ;196;2;Durannaweg;2;7000;Chur
3041;001 738 647;2759745;1190820;1450;Mehrfamilienhaus, ohne  Nebennutzung;1122;Gebäude mit drei oder mehr  Wohnungen;269;5;Süsswinkelgasse;6;7000;Chur
